Source - AS,Source - IP,Target - AS,Target - IP,RTTD
-4,219.94.128.141,2914,129.250.3.47,3.0
2914,129.250.3.47,2914,129.250.4.194,70.0
2914,129.250.4.194,2914,129.250.6.16,1.0
2914,129.250.6.16,2914,129.250.6.177,62.0
2914,129.250.6.177,2914,129.250.3.83,0.0
2914,129.250.3.83,2914,129.250.2.40,104.0
2914,129.250.2.40,2914,61.120.147.26,0.0
2914,61.120.147.26,-100,157.17.153.10,1.0
-100,157.17.153.10,-100,157.17.149.26,1.0
-100,-6,9371,219.94.128.141,2.0
-5,219.94.128.141,-100,192.168.213.90,30.66
-100,192.168.213.90,-100,192.168.36.15,267.66999999999996
-100,192.168.36.15,-100,192.168.34.177,49.99999999999997
-100,192.168.34.177,-100,192.168.48.3,184.67000000000002
-100,192.168.48.3,-100,192.168.48.2,50.0
-100,192.168.48.2,-100,192.168.48.49,5.0
-100,192.168.48.49,9498,182.79.27.25,71.67000000000002
9498,182.79.27.25,9498,116.119.119.206,3.329999999999984
9498,116.119.119.206,-100,27.111.228.196,17.0
-100,27.111.228.196,2497,58.138.80.185,22.0
2497,58.138.80.185,2497,58.138.88.58,171.00000000000003
2497,58.138.88.58,2497,58.138.106.162,28.33000000000004
2497,58.138.106.162,2497,210.138.32.46,96.32999999999998
2497,210.138.32.46,-100,157.17.153.6,122.32999999999998
-100,157.17.153.6,-100,157.17.149.26,2.0
-100,-6,9371,219.94.128.141,117.66999999999999
-1,0,-100,192.168.1.1,4.33
-100,192.168.1.1,-100,192.168.41.1,2.0
-100,192.168.41.1,-100,192.168.8.19,1.0
-100,192.168.8.19,59193,103.232.241.2,34.33
59193,103.232.241.2,-100,10.119.254.121,35.0
-100,10.119.254.121,-100,10.160.24.5,4.34
-100,10.160.24.5,-100,10.255.221.33,0.0
-100,10.255.221.33,9829,117.236.235.254,2.34
9829,117.236.235.254,9829,117.216.207.115,11.0
9829,117.216.207.115,9829,117.216.207.214,0.0
9829,117.216.207.214,9829,218.248.51.246,134.0
9829,218.248.51.246,9829,218.248.240.19,130.66
9829,218.248.240.19,9829,218.248.240.19,51.0
9829,-7,9829,218.248.240.19,40.67
-4,218.248.51.246,2914,129.250.3.101,1.0
2914,129.250.3.101,2914,129.250.5.62,158.0
2914,129.250.5.62,2914,168.143.191.229,4.0
2914,168.143.191.229,9498,116.119.52.198,69.0
9498,-7,9829,218.248.51.246,14.0
-5,218.248.51.246,45609,2401:4900:60f3:2ea0::53,105.66
45609,2401:4900:60f3:2ea0::53,-100,2401:4900:d0:4600::28d,53.0
-100,2401:4900:d0:4600::28d,9498,2404:a800:3a00:201::ad,96.0
9498,2404:a800:3a00:201::ad,9498,2404:a800::167,56.34
9498,2404:a800::167,4755,2403:0:100::516,40.66
4755,-7,4755,2403:0:100::a92,29.659999999999997
-1,0,-100,192.168.1.1,3.0
-100,192.168.1.1,-100,192.168.41.1,1.0
-100,192.168.41.1,-100,192.168.8.19,0.6699999999999999
-100,192.168.8.19,59193,103.232.241.2,0.33000000000000007
59193,103.232.241.2,-100,10.119.254.121,0.0
-100,10.119.254.121,-100,10.160.24.5,5.66
-100,10.160.24.5,-100,10.255.222.33,3.33
-100,10.255.222.33,55836,115.247.100.29,0.0
55836,115.247.100.29,174,130.117.48.145,138.0
174,130.117.48.145,174,154.54.60.13,10.669999999999987
174,154.54.60.13,174,154.54.58.186,4.659999999999997
174,154.54.58.186,6830,213.46.174.45,13.329999999999984
6830,213.46.174.45,6830,84.116.135.42,14.0
6830,84.116.135.42,5089,62.253.174.114,5.0
5089,62.253.174.114,5089,62.254.85.22,11.669999999999987
5089,-8,5089,213.105.9.24,11.340000000000003
-4,62.254.85.18,2914,129.250.2.151,1.0
2914,129.250.2.151,6830,213.46.174.97,0.0
6830,213.46.174.97,6830,84.116.134.197,10.0
6830,84.116.134.197,6830,84.116.135.50,3.0
6830,84.116.135.50,5089,62.253.174.98,9.0
5089,-8,5089,62.254.85.22,1.0
-5,62.254.85.22,-100,192.168.213.90,44.0
-100,192.168.213.90,-100,192.168.36.15,307.66
-100,192.168.36.15,-100,192.168.34.181,271.0
-100,192.168.34.181,-100,192.168.48.8,163.0
-100,192.168.48.8,-100,192.168.48.2,40.00000000000003
-100,192.168.48.2,-100,192.168.48.49,95.00000000000003
-100,192.168.48.49,9498,182.79.27.25,115.0
9498,182.79.27.25,9498,116.119.68.223,46.67
9498,116.119.68.223,1299,62.115.142.128,366.0
1299,62.115.142.128,1299,62.115.137.36,18.0
1299,62.115.137.36,6830,84.116.134.197,31.66999999999996
6830,84.116.134.197,6830,84.116.135.50,172.66000000000003
6830,84.116.135.50,6830,84.116.135.50,553.0
6830,84.116.135.50,5089,62.253.174.98,430.0
5089,62.253.174.98,5089,62.254.85.22,479.33000000000004
5089,-8,5089,213.105.9.24,416.33000000000004
-1,0,-100,172.22.96.1,0.43
-100,172.22.96.1,-100,192.168.1.1,7.38
-100,192.168.1.1,-100,192.168.41.1,4.069999999999999
-100,192.168.41.1,-100,192.168.8.18,1.7400000000000002
-100,192.168.8.18,59193,103.232.241.2,0.8700000000000001
59193,103.232.241.2,-100,10.119.254.121,0.33000000000000007
-100,10.119.254.121,-100,10.160.24.5,18.38
-100,10.160.24.5,-100,10.255.232.201,1.9299999999999997
-100,10.255.232.201,55824,180.149.48.18,0.08000000000000185
55824,180.149.48.18,55824,180.149.48.2,140.51
55824,180.149.48.2,55824,180.149.48.29,23.700000000000017
55824,180.149.48.29,20965,62.40.125.214,1.7900000000000205
20965,62.40.125.214,20965,62.40.98.239,2.25
20965,62.40.98.239,20965,62.40.98.106,1.0699999999999932
20965,62.40.98.106,20965,62.40.98.64,1.6499999999999773
20965,62.40.98.64,20965,62.40.124.198,0.45000000000001705
20965,62.40.124.198,786,146.97.33.18,5.189999999999998
786,146.97.33.18,786,146.97.35.246,40.110000000000014
786,146.97.35.246,786,146.97.41.38,39.91
786,146.97.41.38,786,131.111.6.182,0.17000000000001592
786,131.111.6.182,786,193.60.88.6,2.490000000000009
786,193.60.88.6,786,193.60.88.6,14.139999999999986
786,193.60.88.6,786,128.232.128.6,16.069999999999993
786,128.232.128.6,786,128.232.128.10,1.1400000000000148
786,-9,786,128.232.132.8,0.5999999999999943
-4,128.232.128.6,2914,129.250.3.101,1.0
2914,129.250.3.101,2914,129.250.2.151,4.0
2914,129.250.2.151,3356,4.68.111.113,1.0
3356,4.68.111.113,3356,212.187.216.238,6.0
3356,212.187.216.238,786,146.97.35.193,20.0
786,146.97.35.193,786,146.97.33.62,21.0
786,146.97.33.62,786,146.97.33.29,19.0
786,146.97.33.29,786,146.97.35.246,17.0
786,146.97.35.246,786,146.97.41.38,2.0
786,146.97.41.38,786,131.111.6.182,38.0
786,131.111.6.182,786,193.60.88.6,36.0
786,193.60.88.6,786,193.60.88.6,1.0
786,-9,786,128.232.128.6,0.0
-5,128.232.128.6,-100,192.168.213.90,15.66
-100,192.168.213.90,-100,192.168.36.15,178.34
-100,192.168.36.15,-100,192.168.34.177,116.34
-100,192.168.34.177,-100,192.168.48.6,2.0
-100,192.168.48.6,-100,192.168.48.2,20.659999999999997
-100,192.168.48.2,-100,192.168.48.33,2.0
-100,192.168.48.33,9498,125.18.92.93,5.0
9498,125.18.92.93,6461,94.31.40.4,133.0
6461,94.31.40.4,6461,64.125.27.14,5.0
6461,64.125.27.14,6461,64.125.29.84,42.0
6461,64.125.29.84,6461,64.125.22.65,24.660000000000025
6461,64.125.22.65,-100,195.66.224.15,63.660000000000025
-100,195.66.224.15,786,146.97.35.169,24.659999999999997
786,146.97.35.169,786,146.97.33.62,32.0
786,146.97.33.62,786,146.97.33.29,159.00000000000003
786,146.97.33.29,786,146.97.35.246,140.66000000000003
786,146.97.35.246,786,146.97.41.38,35.66
786,146.97.41.38,786,131.111.6.182,55.00000000000003
786,131.111.6.182,786,193.60.88.6,1.0
786,193.60.88.6,786,193.60.88.6,58.00000000000003
786,193.60.88.6,786,128.232.128.6,69.34
786,128.232.128.6,786,128.232.128.10,181.66000000000003
786,-9,786,128.232.132.8,135.0
-1,0,-100,172.22.96.1,0.39
-100,172.22.96.1,-100,192.168.1.1,3.8799999999999994
-100,192.168.1.1,-100,192.168.41.1,2.5700000000000003
-100,192.168.41.1,59193,103.232.241.2,3.3699999999999997
59193,103.232.241.2,-100,10.119.254.121,52.59
-100,10.119.254.121,-100,10.160.24.5,51.18
-100,10.160.24.5,-100,10.255.221.33,1.2599999999999998
-100,10.255.221.33,55836,115.247.100.29,52.83
55836,115.247.100.29,3356,4.69.217.18,57.18000000000001
3356,4.69.217.18,3356,8.244.128.126,0.6700000000000017
3356,8.244.128.126,2519,163.139.130.222,2.3699999999999903
2519,163.139.130.222,2519,222.230.187.198,4.739999999999995
2519,-10,4694,202.218.128.200,99.32000000000001
-4,202.218.128.200,2914,129.250.6.6,91.0
2914,129.250.6.6,2914,129.250.6.237,57.0
2914,129.250.6.237,2914,129.250.2.159,7.0
2914,129.250.2.159,2914,168.143.229.22,0.0
2914,168.143.229.22,2497,58.138.88.81,95.0
2497,58.138.88.81,2497,58.138.101.34,8.0
2497,58.138.101.34,2497,210.130.134.118,7.0
2497,210.130.134.118,2519,163.139.130.218,4.0
2519,163.139.130.218,2519,222.230.187.198,9.0
2519,-10,4694,202.218.128.200,5.0
-5,202.218.128.200,-100,192.168.213.90,58.33
-100,192.168.213.90,-100,192.168.36.15,143.67000000000002
-100,192.168.36.15,-100,192.168.34.177,49.0
-100,192.168.34.177,-100,192.168.48.6,31.0
-100,192.168.48.6,-100,192.168.48.2,11.0
-100,192.168.48.2,-100,192.168.48.33,41.34
-100,192.168.48.33,9498,125.18.92.93,9.0
9498,125.18.92.93,9498,116.119.119.208,17.340000000000003
9498,116.119.119.208,3356,4.68.70.113,94.34
3356,4.68.70.113,3356,4.69.217.18,289.66999999999996
3356,4.69.217.18,3549,113.29.1.138,26.66999999999996
3549,113.29.1.138,2519,163.139.130.222,157.00000000000003
2519,163.139.130.222,2519,222.230.187.198,98.00000000000003
2519,-10,4694,202.218.128.200,7.669999999999959
-1,0,-100,172.22.96.1,0.58
-100,172.22.96.1,-100,192.168.1.1,3.13
-100,192.168.1.1,-100,192.168.41.1,0.1499999999999999
-100,192.168.41.1,-100,192.168.8.19,0.10000000000000009
-100,192.168.8.19,59193,103.232.241.2,1.3900000000000006
59193,103.232.241.2,-100,10.119.254.121,0.8999999999999995
-100,10.119.254.121,-100,10.160.24.5,1.5200000000000005
-100,10.160.24.5,-100,10.255.221.33,0.75
-100,10.255.221.33,55836,115.247.100.29,0.1800000000000006
55836,115.247.100.29,20860,130.180.202.49,133.31
20860,130.180.202.49,20860,130.180.202.57,3.170000000000016
20860,130.180.202.57,35425,91.223.58.33,1.259999999999991
35425,-11,35425,5.28.62.178,8.180000000000007
-4,5.28.62.178,2914,129.250.2.151,1.0
2914,129.250.2.151,6461,64.125.14.105,0.0
6461,64.125.14.105,6461,64.125.28.3,7.0
6461,64.125.28.3,20860,62.128.218.1,0.0
20860,62.128.218.1,20860,130.180.202.49,0.0
20860,130.180.202.49,20860,130.180.202.57,4.0
20860,130.180.202.57,35425,91.223.58.33,0.0
35425,-11,35425,5.28.62.178,0.0
-5,5.28.62.178,-100,192.168.213.90,16.33
-100,192.168.213.90,-100,192.168.36.15,463.33000000000004
-100,192.168.36.15,-100,192.168.34.177,335.66
-100,192.168.34.177,-100,192.168.48.4,113.67
-100,192.168.48.4,-100,192.168.48.2,407.67
-100,192.168.48.2,-100,192.168.48.33,269.34000000000003
-100,192.168.48.33,9498,125.18.92.93,254.67
9498,125.18.92.93,9498,116.119.119.186,11.669999999999959
9498,116.119.119.186,-100,195.66.224.207,500.34
-100,195.66.224.207,20860,130.180.202.49,205.0
20860,130.180.202.49,20860,130.180.202.57,382.67
20860,130.180.202.57,35425,91.223.58.33,311.33
35425,-11,35425,5.28.62.178,252.99999999999994
-1,0,-100,172.22.96.1,0.5
-100,172.22.96.1,-100,192.168.1.1,2.86
-100,192.168.1.1,-100,192.168.41.1,0.20999999999999996
-100,192.168.41.1,-100,192.168.8.19,0.08000000000000007
-100,192.168.8.19,59193,103.232.241.2,0.1200000000000001
59193,103.232.241.2,-100,10.119.254.121,0.16999999999999993
-100,10.119.254.121,-100,10.160.24.5,2.06
-100,10.160.24.5,-100,10.255.222.33,0.8300000000000001
-100,10.255.222.33,55836,115.247.100.29,0.5700000000000003
55836,115.247.100.29,64049,49.45.4.82,44.15
64049,49.45.4.82,64049,49.45.4.82,0.23000000000000398
64049,49.45.4.82,3356,4.68.73.145,4.329999999999998
3356,4.68.73.145,3356,4.69.217.18,61.68000000000001
3356,4.69.217.18,3549,113.29.1.138,1.6499999999999915
3549,113.29.1.138,2519,163.139.130.222,0.980000000000004
2519,163.139.130.222,2519,222.230.187.206,134.18
2519,222.230.187.206,131965,103.3.0.5,7.490000000000009
131965,103.3.0.5,131965,103.3.0.23,19.269999999999982
131965,103.3.0.23,131965,103.3.0.35,19.299999999999983
131965,-12,131965,120.136.14.37,10.070000000000022
-4,103.3.0.19,174,130.117.254.73,0.66
174,130.117.254.73,174,130.117.49.78,0.42000000000000004
174,130.117.49.78,174,154.54.72.110,10.35
174,154.54.72.110,174,154.54.6.26,168.63
174,154.54.6.26,174,154.54.89.201,48.99000000000001
174,154.54.89.201,174,154.54.89.197,21.639999999999986
174,154.54.89.197,174,154.18.0.2,21.069999999999993
174,154.18.0.2,174,154.18.0.2,7.6699999999999875
174,154.18.0.2,2519,222.230.187.206,6.139999999999986
2519,222.230.187.206,2519,222.230.187.206,8.590000000000003
2519,222.230.187.206,131965,103.3.0.5,7.159999999999997
131965,-12,131965,103.3.0.23,0.6800000000000068
-5,103.3.0.23,-100,192.168.213.90,206.0
-100,192.168.213.90,-100,192.168.36.15,162.0
-100,192.168.36.15,-100,192.168.34.181,180.0
-100,192.168.34.181,-100,192.168.48.2,47.0
-100,192.168.48.2,-100,192.168.48.49,1.6599999999999966
-100,192.168.48.49,9498,182.79.27.25,20.00000000000003
9498,182.79.27.25,9498,116.119.57.158,41.660000000000025
9498,116.119.57.158,3356,4.68.70.113,55.0
3356,4.68.70.113,3549,113.29.1.138,231.66000000000003
3549,113.29.1.138,2519,163.139.130.222,147.66000000000003
2519,163.139.130.222,2519,222.230.187.206,138.0
2519,222.230.187.206,131965,103.3.0.5,17.670000000000016
131965,103.3.0.5,131965,103.3.0.23,54.670000000000016
131965,103.3.0.23,131965,103.3.0.33,123.33999999999997
131965,-12,131965,120.136.14.37,50.339999999999975
-1,0,-100,192.168.1.1,2.33
-100,192.168.1.1,-100,192.168.41.1,2.0
-100,192.168.41.1,-100,192.168.8.18,2.67
-100,192.168.8.18,59193,103.232.241.2,2.0
59193,103.232.241.2,-100,10.119.254.121,1.0
-100,10.119.254.121,-100,10.160.24.5,18.33
-100,10.160.24.5,-100,10.255.232.201,89.33
-100,10.255.232.201,55824,180.149.48.18,31.33
55824,180.149.48.18,55824,180.149.48.2,83.67
55824,180.149.48.2,55824,180.149.48.13,122.0
55824,180.149.48.13,11537,163.253.1.41,37.34
11537,163.253.1.41,11537,163.253.1.241,1.3400000000000034
11537,163.253.1.241,-100,163.253.5.33,21.660000000000025
-100,163.253.5.33,14877,162.223.17.79,71.33999999999997
14877,162.223.17.79,9,128.2.0.181,77.33999999999997
9,128.2.0.181,9,128.2.0.210,4.330000000000041
9,-13,9,128.2.42.52,0.0
-4,128.2.42.10,2914,129.250.2.107,4.0
2914,129.250.2.107,174,154.54.38.65,2.0
174,154.54.38.65,174,154.54.57.69,11.0
174,154.54.57.69,174,154.54.82.38,62.0
174,154.54.82.38,174,66.28.4.237,4.0
174,66.28.4.237,174,154.54.26.129,17.0
174,154.54.26.129,174,154.54.83.118,3.0
174,154.54.83.118,174,154.24.79.74,2.0
174,154.24.79.74,174,38.140.44.154,1.0
174,38.140.44.154,9,128.2.255.177,0.0
9,128.2.255.177,9,128.2.255.202,1.0
9,-13,9,128.2.42.10,0.0
-5,128.2.42.10,-100,192.168.213.90,6.66
-100,192.168.213.90,-100,192.168.36.15,209.67000000000002
-100,192.168.36.15,-100,192.168.34.177,225.99999999999997
-100,192.168.34.177,-100,192.168.48.9,235.67
-100,192.168.48.9,-100,192.168.48.2,45.66
-100,192.168.48.2,-100,192.168.48.33,66.0
-100,192.168.48.33,9498,125.18.92.93,99.0
9498,125.18.92.93,9498,116.119.57.43,281.66
9498,116.119.57.43,2381,216.56.50.86,29.66999999999996
2381,216.56.50.86,None,100.121.0.33,117.66999999999996
None,100.121.0.33,9,128.2.255.181,116.66999999999996
9,128.2.255.181,9,128.2.255.202,42.33000000000004
9,-13,9,128.2.42.10,85.33000000000004
-1,0,-100,172.22.96.1,0.31
-100,172.22.96.1,-100,192.168.0.1,1.88
-100,192.168.0.1,-100,192.168.41.1,5.210000000000001
-100,192.168.41.1,-100,192.168.8.19,4.58
-100,192.168.8.19,59193,103.232.241.2,21.6
59193,103.232.241.2,-100,10.119.254.121,9.580000000000002
-100,10.119.254.121,-100,10.160.24.5,10.55
-100,10.160.24.5,-100,10.255.221.33,8.269999999999996
-100,10.255.221.33,55836,115.247.100.29,25.489999999999995
55836,115.247.100.29,13335,162.158.226.122,115.73
13335,162.158.226.122,13335,172.70.216.5,18.63000000000001
13335,-14,13335,162.159.136.232,2.0799999999999983
-4,162.159.138.232,2914,129.250.4.145,1.0
2914,129.250.4.145,2914,185.84.18.174,1.0
2914,185.84.18.174,13335,141.101.67.52,1.0
13335,141.101.67.52,13335,172.71.120.2,1.0
13335,-14,13335,162.159.136.232,1.0
-5,162.159.136.232,-100,192.168.213.90,103.33
-100,192.168.213.90,-100,192.168.36.15,238.33000000000004
-100,192.168.36.15,-100,192.168.34.181,149.66000000000003
-100,192.168.34.181,-100,192.168.48.4,23.669999999999987
-100,192.168.48.4,-100,192.168.48.2,112.67000000000002
-100,192.168.48.2,-100,192.168.48.49,116.0
-100,192.168.48.49,9498,182.79.27.25,25.329999999999984
9498,182.79.27.25,9498,116.119.50.160,74.32999999999998
9498,116.119.50.160,9498,182.79.161.171,0.0
9498,182.79.161.171,13335,162.158.52.19,13.329999999999984
13335,-14,13335,162.159.128.233,76.33000000000001
-1,0,-100,172.22.96.1,0.39
-100,172.22.96.1,-100,192.168.1.1,1.8899999999999997
-100,192.168.1.1,-100,192.168.41.1,15.92
-100,192.168.41.1,-100,192.168.8.19,13.36
-100,192.168.8.19,59193,103.232.241.2,1.6099999999999999
59193,103.232.241.2,-100,10.119.254.121,0.4900000000000002
-100,10.119.254.121,-100,10.160.24.5,3.2399999999999998
-100,10.160.24.5,-100,10.255.222.33,1.5599999999999996
-100,10.255.222.33,55836,115.247.100.29,20.259999999999998
55836,115.247.100.29,2914,128.241.7.158,246.48999999999998
2914,128.241.7.158,2914,129.250.3.16,25.829999999999984
2914,129.250.3.16,2914,129.250.6.116,23.48999999999998
2914,129.250.6.116,2914,129.250.3.244,5.939999999999998
2914,129.250.3.244,2914,165.254.239.30,4.0
2914,-15,22414,208.82.237.129,0.6700000000000159
-4,165.254.239.30,2914,129.250.3.101,2.0
2914,129.250.3.101,2914,129.250.3.47,1.0
2914,129.250.3.47,2914,129.250.2.37,85.0
2914,129.250.2.37,2914,129.250.3.242,4.0
2914,129.250.3.242,2914,165.254.239.30,8.0
2914,-15,22414,208.82.237.129,1.0
-5,208.82.237.129,-100,192.168.213.90,31.0
-100,192.168.213.90,-100,192.168.36.15,197.33
-100,192.168.36.15,-100,192.168.34.177,34.33000000000001
-100,192.168.34.177,-100,192.168.48.9,69.0
-100,192.168.48.9,-100,192.168.48.2,61.66
-100,192.168.48.2,-100,192.168.48.33,71.66
-100,192.168.48.33,9498,125.18.92.93,15.340000000000003
9498,125.18.92.93,-100,182.79.152.152,85.67000000000002
-100,182.79.152.152,2914,168.143.191.228,66.66999999999999
2914,168.143.191.228,2914,129.250.5.65,16.660000000000025
2914,129.250.5.65,2914,129.250.3.188,142.66999999999996
2914,129.250.3.188,2914,129.250.3.244,52.0
2914,129.250.3.244,2914,165.254.239.30,33.0
2914,-15,22414,208.82.237.129,74.0
-1,0,-100,192.168.1.1,2.0
-100,192.168.1.1,-100,192.168.41.1,1.0
-100,192.168.41.1,-100,192.168.8.19,0.6699999999999999
-100,192.168.8.19,59193,103.232.241.2,0.33000000000000007
59193,103.232.241.2,-100,10.119.254.121,0.33000000000000007
-100,10.119.254.121,-100,10.160.24.5,25.67
-100,10.160.24.5,-100,10.255.232.201,20.659999999999997
-100,10.255.232.201,55824,180.149.48.18,20.33
55824,180.149.48.18,55824,180.149.48.6,141.32999999999998
55824,180.149.48.6,55824,180.149.48.20,0.3299999999999841
55824,180.149.48.20,55824,180.149.48.13,84.32999999999998
55824,180.149.48.13,-100,199.109.5.1,2.0
-100,199.109.5.1,-100,199.109.4.14,0.3400000000000034
-100,199.109.4.14,14,128.59.255.5,13.0
14,128.59.255.5,14,128.59.255.21,12.669999999999987
14,-16,14,128.59.105.24,0.6700000000000159
-4,128.59.105.24,2914,129.250.3.7,1.0
2914,129.250.3.7,2914,129.250.2.179,0.0
2914,129.250.2.179,174,154.54.38.157,34.0
174,154.54.38.157,174,154.54.27.169,38.0
174,154.54.27.169,174,154.54.84.214,1.0
174,154.54.84.214,174,38.122.8.210,0.0
174,38.122.8.210,14,128.59.255.5,1.0
14,128.59.255.5,14,128.59.255.21,101.0
14,-16,14,128.59.105.24,101.0
-5,128.59.105.24,-100,192.168.213.90,166.33
-100,192.168.213.90,-100,192.168.36.15,91.99999999999997
-100,192.168.36.15,-100,192.168.34.181,90.66999999999999
-100,192.168.34.181,-100,192.168.48.5,76.33
-100,192.168.48.5,-100,192.168.48.2,50.67
-100,192.168.48.2,-100,192.168.48.49,71.0
-100,192.168.48.49,9498,182.79.27.25,71.66
9498,182.79.27.25,9498,182.79.201.106,275.66999999999996
9498,182.79.201.106,174,154.54.25.149,31.670000000000016
174,154.54.25.149,174,154.54.45.161,25.0
174,154.54.45.161,174,154.54.26.54,88.0
174,154.54.26.54,174,154.54.2.5,6.339999999999975
174,154.54.2.5,174,154.54.28.129,126.66999999999996
174,154.54.28.129,174,154.54.24.221,19.66999999999996
174,154.54.24.221,174,154.54.40.109,45.0
174,154.54.40.109,174,154.54.84.214,116.33999999999997
174,154.54.84.214,174,38.122.8.210,97.33999999999997
174,38.122.8.210,14,128.59.255.5,72.99999999999994
14,128.59.255.5,14,128.59.255.21,0.32999999999992724
14,-16,14,128.59.105.24,75.00000000000006
